"stimulation" "img" "nucleus" "gene" "x" "y" "z" "px" "py" "pz" "dist" "ci" "mean" "max" "median" "nMean" "nMinimum" "nMaximum" "nMedian" "nSigma" "nKurtosis" "nSkewness"
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_33.lsm" 3 "wap" 283 325 42 25.2485379176 29.0102550762 10.0127545383 1.03058814534 0.500477980827 181.0 198.0 179.337890625 157.714285714 145.0 174.0 155.0859375 9.89468351716 -1.4541809907 0.316417043213
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_33.lsm" 3 "cas" 294 347 21 26.2475456228 30.9798846741 5.08872043892 1.97919365142 0.790491119046 100.360759494 189.0 89.701171875 177.246835443 154.0 209.0 175.7578125 10.7280730064 -0.42859947951 0.16989652123
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_33.lsm" 3 "cas" 330 327 26 29.4357632291 29.1495292756 6.32762961286 0.567071664107 0.294131790827 101.540229885 185.0 94.130859375 153.747126437 101.0 190.0 155.0859375 17.5681782678 0.169510039702 -0.584396988579
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_33.lsm" 3 "cas" 231 303 37 20.6217631027 27.0803002952 8.81726098191 0.487906967305 0.24607244481 96.75 170.0 88.962890625 146.822916667 96.0 184.0 152.1328125 21.5894685787 -0.618051368002 -0.60341400314
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_33.lsm" 3 "cas" 322 360 43 28.7731339314 32.1089077732 10.367485189 0.654379689258 0.327234143053 95.9803921569 170.0 88.224609375 134.81372549 92.0 180.0 138.3515625 21.5892026516 -0.795455154644 -0.292677391106
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "wap" 377 317 25 35.8642588239 30.2137512895 6.0 1.19681871399 0.570631624492 136.0 141.0 134.337890625 162.0 150.0 182.0 154.400390625 17.4355957742 -2.33333333333 0.362235369269
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "wap" 353 310 37 33.5799101371 29.5473338271 8.88 2.64000034332 0.916101694107 153.0 162.0 150.298828125 166.0 157.0 179.0 161.994140625 11.5325625947 -2.33333333333 0.305118395291
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "wap" 307 322 38 29.1923530063 30.6960793448 9.16788321168 1.94100158074 0.79145245072 82.2 84.0 82.021484375 177.0 162.0 187.0 178.130859375 10.7470926301 -1.9217293529 -0.256185263123
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "wap" 382 313 41 36.3640376105 29.7841394372 9.79593052109 1.00614626436 0.500838301996 40.3 51.0 37.685546875 170.1 156.0 194.0 165.791015625 12.4583751393 -1.12717285743 0.528522261164
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "cas" 383 305 22 36.4650252592 29.0682887872 5.22728492984 0.420036821163 0.215304378959 106.601626016 198.0 97.83984375 141.390243902 61.0 198.0 144.908203125 33.7307648031 -0.582742204045 -0.464333271933
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "cas" 344 352 24 32.7678915029 33.4833417 5.65085553493 0.357400143589 0.186779317067 98.2529411765 189.0 87.78515625 126.894117647 49.0 181.0 131.619140625 31.1941898434 -0.597298297329 -0.508311974773
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "cas" 319 293 30 30.3403078636 27.9288031112 7.08034682081 2.10479154988 0.826086013104 93.8305084746 157.0 90.10546875 176.279661017 149.0 207.0 177.181640625 12.3356793287 -0.497674049785 -0.0633170395135
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 1 "cas" 315 356 31 29.9659284434 33.9304303729 7.53986859396 0.369659631995 0.189838489203 90.4158415842 155.0 86.23828125 136.881188119 58.0 194.0 143.958984375 27.9167645434 0.0247466624439 -0.77405924216
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "wap" 100 302 29 9.54774121924 28.7806682131 6.85969732247 2.43701099218 0.893492064924 122.714285714 132.0 120.150390625 166.857142857 148.0 182.0 168.638671875 11.275764149 -1.29456010761 -0.359729556484
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "wap" 134 303 34 12.7582080543 28.8317601455 8.06447110142 2.60828630629 0.918507693681 183.4 199.0 179.560546875 171.8 161.0 188.0 167.689453125 10.8027774206 -1.74354729354 0.438352469938
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "wap" 147 306 36 13.9690132531 29.1263902196 8.64205630355 1.34801814141 0.624702582409 74.2727272727 90.0 74.041015625 160.181818182 139.0 174.0 161.994140625 11.312101324 -1.30050766782 -0.399050679867
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "wap" 40 361 36 3.78508256659 34.3480810569 8.69741626794 1.11474254157 0.54045244864 209.0 219.0 206.162109375 153.0 144.0 160.0 149.654296875 7.39369100427 -2.19121802499 -0.178134732703
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "cas" 76 309 20 7.21785558268 29.4035707813 4.8044882742 0.631689445873 0.330650007836 97.2514619883 173.0 90.87890625 135.619883041 82.0 181.0 135.416015625 21.1957671132 -0.607707935218 -0.174029463892
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "cas" 54 318 21 5.11658506219 30.2341317668 4.99889680365 0.208698423774 0.0894323454378 106.655844156 197.0 97.83984375 101.175324675 37.0 173.0 100.294921875 36.5513575684 -1.16708459245 0.0292223328174
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "cas" 54 299 29 5.12023567431 28.470549428 6.93083452211 0.296248643208 0.152869316946 97.5304347826 173.0 90.87890625 120.434782609 44.0 179.0 127.822265625 31.4578889876 -0.600490335339 -0.484787804483
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 2 "cas" 77 284 40 7.30884040668 27.0299030877 9.59389444374 0.311743075997 0.163283913949 90.816091954 160.0 83.14453125 130.655172414 53.0 186.0 139.212890625 31.961760432 -0.482269693997 -0.579903054345
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "wap" 408 123 29 38.8193150906 11.7373327682 6.97184377838 0.764373629482 0.427896871259 135.739726027 221.0 129.017578125 128.452054795 100.0 154.0 128.771484375 11.8192887264 -0.573419445664 -0.0623257827148
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "wap" 321 203 36 30.5758630953 19.3681690493 8.73629752066 0.904754123614 0.483083307375 136.338028169 209.0 130.791015625 145.338028169 122.0 177.0 144.908203125 9.49728331377 0.676863470462 0.343438933371
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "wap" 416 187 40 39.5728949929 17.8151305764 9.53501858736 1.98498168518 0.877324696293 156.193548387 227.0 149.412109375 154.35483871 132.0 186.0 156.298828125 11.5688909796 -0.343307750344 0.179796744395
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "wap" 317 192 44 30.1523767661 18.311035091 10.582650851 0.937349208794 0.510198121913 76.3385826772 151.0 69.607421875 141.960629921 89.0 173.0 144.908203125 16.6291967252 -0.181230510721 -0.592349258639
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "cas" 420 194 31 39.9496867955 18.469969269 7.46614714176 0.458876114883 0.233655713275 103.337748344 186.0 97.06640625 114.364238411 53.0 165.0 117.380859375 28.7537785213 -1.02973180152 -0.243785371524
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "cas" 353 220 38 33.6336462536 20.919398997 9.22103434838 0.312287071727 0.173204828309 104.436046512 196.0 93.97265625 130.261627907 44.0 185.0 138.263671875 32.7438424857 -0.195623775099 -0.796610350877
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "cas" 373 157 45 35.4678764338 14.9265571333 10.7828497484 0.737150502291 0.414405484486 102.279411765 188.0 91.65234375 117.720588235 65.0 161.0 121.177734375 21.2406637186 -0.546662557171 -0.332962136019
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_34.lsm" 3 "cas" 414 105 45 39.4376079177 9.95918246874 10.8153127247 0.459401136339 0.251122187141 99.3571428571 186.0 90.87890625 119.178571429 67.0 160.0 123.076171875 24.1071983888 -0.9152503052 -0.352038126868
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "wap" 83 281 35 6.79178167812 22.8713099087 8.4 2.22015718538 0.837995958056 134.0 143.0 130.115234375 144.6 137.0 151.0 145.447265625 5.41294744109 -1.79013244193 -0.195511507714
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "wap" 37 316 37 2.99379795936 25.7187522336 8.99848951049 0.552047225145 0.284402790334 178.75 185.0 176.736328125 143.0 135.0 154.0 138.857421875 8.20568908339 -1.95263944711 0.342071295237
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "wap" 100 356 38 8.14469765288 28.9802136484 9.16558441558 0.884630015447 0.435597894231 123.2 134.0 120.791015625 145.2 137.0 154.0 145.447265625 7.79102047231 -2.1671196827 0.0301449557049
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "wap" 136 310 40 11.1179155886 25.2502023475 9.48169014085 1.05210864135 0.503115447779 159.75 163.0 158.935546875 145.0 137.0 153.0 143.564453125 6.58280588604 -1.90908284024 0.0
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "cas" 106 357 16 8.65035860659 29.1056909596 3.76351221093 0.232519362136 0.113255110424 109.252212389 204.0 98.595703125 92.4690265487 22.0 164.0 91.787109375 33.0696425533 -0.914173579836 0.0637244275179
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "cas" 111 344 24 9.03965951631 28.0221234127 5.77994272988 2.10361904834 0.812620345625 103.615384615 196.0 95.267578125 156.32967033 125.0 191.0 155.802734375 11.7492728775 -0.0290207229175 -0.00637608017734
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "cas" 113 357 41 9.24104412161 29.0506601445 9.84973836891 0.470492878155 0.236001723604 103.41509434 189.0 95.267578125 123.611320755 60.0 178.0 125.677734375 24.2988781102 -0.584806312761 -0.280907934184
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 1 "cas" 65 297 42 5.30440187616 24.1868587134 10.1384781408 0.667259828413 0.341771355091 106.022522523 189.0 101.091796875 123.36036036 85.0 173.0 123.794921875 18.0295347402 -0.313472472987 0.180212035454
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "wap" 395 197 18 32.1409376153 16.0461753337 4.36655674103 0.77193382241 0.39105077294 206.2 215.0 203.013671875 140.4 132.0 145.0 140.740234375 5.12835256198 -1.38234584863 -0.665145896338
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "wap" 415 216 22 33.7706343184 17.60951848 5.37515625 2.3716246633 0.873760869958 204.8 217.0 202.166015625 144.8 134.0 159.0 146.388671875 10.89495296 -2.0156181435 0.0903040582499
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "wap" 374 231 36 30.4712925748 18.7992754684 8.64109090909 2.14197383154 0.827371381947 88.0 102.0 86.037109375 165.3 131.0 180.0 170.865234375 16.7799483511 -0.901898448995 -0.793281378055
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "wap" 407 244 35 33.1109617113 19.8341544511 8.51559395248 2.28586020279 0.859370571185 115.75 123.0 114.857421875 172.75 165.0 186.0 168.982421875 7.14642767902 -1.17475509194 0.539158809635
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "cas" 449 258 21 36.5407255916 20.9781846165 4.93389473684 0.261139235268 0.119091659576 106.176470588 198.0 98.595703125 97.9095022624 25.0 164.0 103.083984375 33.506321659 -0.982494484376 -0.261997862352
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "cas" 467 217 24 38.0746693949 17.6367667893 5.68952677123 0.278310230875 0.135937782208 114.666666667 213.0 102.755859375 107.437984496 19.0 183.0 116.263671875 41.6521405017 -1.1023556362 -0.393223215466
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "cas" 473 201 36 38.5241634485 16.400903083 8.61622115673 0.245419686831 0.109225080096 106.358565737 195.0 96.931640625 114.199203187 39.0 179.0 120.970703125 36.4818881003 -1.05195986725 -0.361828355246
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_35.lsm" 2 "cas" 445 192 40 36.2727775508 15.6236881737 9.69851423604 0.670150357022 0.343014666998 102.244444444 185.0 93.603515625 140.786666667 69.0 191.0 149.212890625 29.6889950751 -0.649571742963 -0.604202985546
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "wap" 138 166 24 11.0962699571 13.2958351385 5.66118683901 1.20513150405 0.577556825766 85.6352201258 176.0 77.91796875 140.572327044 112.0 166.0 141.34765625 10.5094647634 -0.453760142134 -0.0412423152532
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "wap" 99 224 31 7.960895108 18.0220052656 7.47054129382 1.8218954415 0.769606494382 115.542372881 203.0 106.87109375 142.016949153 121.0 169.0 141.34765625 9.8891143216 -0.129110680181 0.284461705793
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "wap" 154 182 36 12.3335381868 14.6159463595 8.70660202732 1.93594537081 0.800342377015 94.5416666667 175.0 85.58203125 127.333333333 99.0 153.0 127.97265625 9.79224754018 0.0802452548295 -0.0968368338944
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "wap" 133 210 41 10.6568101581 16.8493069775 9.91822745675 2.6062204318 0.919336559266 138.62244898 215.0 132.41796875 129.663265306 111.0 151.0 127.97265625 8.41199913422 -0.461911681906 0.208568141014
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "cas" 128 149 26 10.3175514181 11.9764700808 6.34923563998 0.28388746726 0.147660874488 83.9620253165 128.0 79.013671875 109.784810127 59.0 151.0 116.26953125 19.5741004221 -0.117969453225 -0.702184482433
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "cas" 168 162 28 13.5004342951 13.036742581 6.74242309153 0.355082371314 0.189134628639 84.935483871 140.0 76.748046875 120.827956989 76.0 152.0 123.79296875 15.6146695631 0.295381120542 -0.779233078329
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "cas" 112 223 33 9.02369741716 17.9114750227 8.02108882521 2.38909167414 0.889059858434 78.1343283582 109.0 75.048828125 139.52238806 122.0 166.0 139.67578125 9.47781813684 -0.396466308996 0.231689272782
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 1 "cas" 104 236 38 8.31707998977 18.9827458655 9.14278368356 0.799851422689 0.411718470287 77.7884615385 114.0 76.181640625 142.903846154 114.0 172.0 143.01953125 14.1701974129 -0.837652280034 0.127072296166
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "wap" 384 334 28 30.875559927 26.8494586824 6.82658476658 2.2217400954 0.868865832398 180.888888889 187.0 179.25390625 131.777777778 113.0 146.0 134.66015625 10.6039824804 -1.36253944034 -0.313309606282
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "wap" 391 295 29 31.4273555619 23.6971691079 7.04468916519 2.05233508018 0.836168839447 153.545454545 170.0 157.11328125 140.272727273 120.0 155.0 142.18359375 9.07844600238 0.0212967635398 -0.595533967201
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "wap" 366 365 33 29.3798268287 29.3470273826 8.01517241379 1.19479449085 0.585168772075 145.0 160.0 142.63671875 142.6 127.0 164.0 142.18359375 11.2368441596 -0.82681414883 0.252764433757
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "wap" 428 334 37 34.3909073318 26.84451293 8.96252903226 1.08500437739 0.545509670133 77.5 99.0 77.91796875 125.4 106.0 143.0 126.30078125 10.5101454745 -1.04388907631 -0.135309374696
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "cas" 355 330 22 28.5509542344 26.503110336 5.30123776706 0.286341704603 0.154390569251 87.4096385542 145.0 85.244140625 92.5301204819 50.0 139.0 91.19140625 21.4495081241 -0.779254513921 0.141211576764
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "cas" 368 378 33 29.5883277986 30.3824496597 7.83875831486 0.192367328952 0.0876763226306 76.5849056604 106.0 75.048828125 93.0 50.0 144.0 95.37109375 20.0585680906 -0.431093671888 -0.0553940008488
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "cas" 327 362 39 26.279317846 29.0531127373 9.44667310789 0.101226395402 0.0355206564776 85.4587155963 136.0 76.748046875 76.9816513761 23.0 140.0 77.81640625 28.9469443316 -1.10788909134 0.00137732766799
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 2 "cas" 430 292 50 34.5651904458 23.4837890798 11.9713821138 0.5708220409 0.311405000215 81.4675324675 126.0 77.880859375 108.532467532 63.0 141.0 108.74609375 18.8997245981 -0.882645825124 -0.312562085349
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "wap" 181 307 25 14.5409030929 24.6632997211 6.0 1.06978166103 0.512947738171 218.0 218.0 217.57421875 133.0 133.0 133.0 132.98828125 nan nan nan
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "wap" 177 336 35 14.1800632146 26.9735996786 8.45985611511 1.69099819917 0.717751272971 104.25 111.0 100.91015625 135.5 128.0 140.0 136.33203125 5.25991127935 -1.81988496153 -0.541147063324
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "wap" 207 358 41 16.6296516035 28.7604602611 9.95739130435 0.737855304842 0.373324314213 92.0 94.0 89.83984375 126.0 116.0 136.0 116.26953125 14.1421356237 -2.75 0.0
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "wap" 233 330 45 18.7184001141 26.5110387881 10.8 1.78793990612 0.743929862976 150.0 150.0 150.30078125 148.0 148.0 148.0 148.03515625 nan nan nan
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "cas" 198 291 21 15.9189646833 23.4066344373 4.92778037383 0.31203913472 0.155607694652 85.6 133.0 81.845703125 91.3625 46.0 129.0 92.02734375 21.8349642674 -1.1275843604 -0.0727473613105
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "cas" 192 283 23 15.4274462086 22.7720182988 5.6130456686 0.380938911681 0.195136768277 86.141509434 135.0 81.279296875 107.169811321 48.0 158.0 110.41796875 21.8581887012 -0.394832201152 -0.458289412296
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "cas" 192 344 46 15.4221592603 27.6561804295 11.010570676 0.386456219636 0.198180321854 74.2826086957 105.0 69.951171875 98.6956521739 73.0 124.0 98.71484375 15.3374915597 -1.21617184526 -0.0993540726889
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_36.lsm" 3 "cas" 286 323 48 22.9955181128 25.9208883067 11.5436926659 0.8595208904 0.426052190298 76.6964285714 109.0 72.216796875 125.678571429 105.0 150.0 122.95703125 10.9927366811 -0.565289002047 0.429215956657
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "wap" 186 383 8 16.4247674544 33.7779853611 2.00980029394 0.0898003421123 0.0940433696609 108.102803738 217.0 98.751953125 63.7943925234 20.0 117.0 59.318359375 28.8727652301 -1.3901644951 0.0666921903877
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "wap" 173 359 11 15.2619041957 31.6796059488 2.58439760201 0.951457613017 0.867371902106 56.8241758242 111.0 52.130859375 151.791208791 127.0 183.0 151.482421875 10.7046370882 -0.116692996269 0.348936348747
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "wap" 89 369 15 7.85875294453 32.5077929531 3.5108054858 0.569194536815 0.563162300033 41.75 104.0 36.025390625 129.064516129 55.0 168.0 133.833984375 23.7742574232 -0.010141617473 -0.842002120946
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "wap" 149 313 15 13.107146307 27.5962395734 3.63658060815 0.443419409473 0.443327252571 67.0384615385 108.0 63.150390625 118.269230769 62.0 160.0 122.068359375 24.5090352155 -0.977858697043 -0.289528260939
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "cas" 146 346 6 12.8287898266 30.4803440263 1.54876820471 0.348768164542 0.299031531654 109.656716418 197.0 99.654296875 95.7114427861 21.0 169.0 91.673828125 41.3490788097 -1.22970519225 -0.0913698028712
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "cas" 211 283 14 18.5840982514 24.9796664585 3.44271354999 0.637286475332 0.626446138664 90.8225806452 149.0 88.880859375 125.419354839 71.0 165.0 129.912109375 20.8349096759 -0.0942828082917 -0.849492311746
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "cas" 236 379 14 20.7709464203 33.4146573349 3.37741692585 -0.0526368803271 -0.170663636275 99.0648648649 172.0 95.037109375 58.1945945946 7.0 111.0 61.279296875 24.7044480455 -1.02510162384 -0.0659096170759
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 1 "cas" 142 381 15 12.5146168631 33.6017982643 3.57394518017 0.506054839943 0.504481015947 89.5724137931 157.0 81.955078125 123.006896552 49.0 177.0 125.990234375 29.9245571191 -0.786211305021 -0.399214929891
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 2 "wap" 443 153 7 39.0248544172 13.496028852 1.75866589994 0.318665793396 0.179726213414 51.5259259259 153.0 41.111328125 96.7333333333 19.0 178.0 92.654296875 39.804784832 -1.06176948426 -0.124555197969
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 2 "wap" 365 219 10 32.1323008162 19.3408792606 2.469273021 0.675463578229 0.581506099958 56.8469387755 118.0 48.740234375 136.112244898 96.0 177.0 134.814453125 16.9911333172 -0.502113244692 -0.000771711461746
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 2 "wap" 400 171 12 35.2311827519 15.0300628004 2.96889686099 1.11110303306 0.880576076475 113.775510204 164.0 112.314453125 153.673469388 136.0 173.0 153.443359375 9.81577759507 -0.645107705006 0.170993517035
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/20070604_38.lsm" 2 "wap" 386 227 13 34.0354588176 19.9928810047 3.23613743219 0.843862601344 0.727285291812 58.829787234 120.0 54.673828125 155.957446809 122.0 185.0 160.306640625 14.7974968049 -0.223081272921 -0.69839991977
